transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_name,product_detail
58,1/1/23,9:22:46,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
59,1/1/23,9:29:56,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
60,1/1/23,9:29:56,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti
61,1/1/23,9:29:57,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
62,1/1/23,9:34:17,2,8,Hell's Kitchen,7,4.25,Coffee,Barista Espresso,Cappuccino Lg
63,1/1/23,9:40:13,1,5,Lower Manhattan,7,4.25,Coffee,Barista Espresso,Cappuccino Lg
64,1/1/23,9:41:22,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
65,1/1/23,9:41:22,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone
66,1/1/23,9:44:20,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
67,1/1/23,9:44:46,1,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
68,1/1/23,9:46:46,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
69,1/1/23,9:47:40,2,8,Hell's Kitchen,6,3.75,Coffee,Barista Espresso,Cappuccino Rg
70,1/1/23,9:50:44,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot
71,1/1/23,9:50:44,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
72,1/1/23,9:52:58,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
73,1/1/23,9:53:28,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
74,1/1/23,9:53:44,2,8,Hell's Kitchen,6,3.75,Coffee,Barista Espresso,Cappuccino Rg
75,1/1/23,9:53:44,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
76,1/1/23,9:53:49,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
77,1/1/23,9:54:46,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
78,1/1/23,9:55:16,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
79,1/1/23,9:56:30,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
80,1/1/23,10:00:39,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
81,1/1/23,10:03:55,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
82,1/1/23,10:14:49,1,5,Lower Manhattan,4,3,Coffee,Organic brewed coffee,Brazilian Rg
83,1/1/23,10:14:49,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
84,1/1/23,10:16:30,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
85,1/1/23,10:16:33,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
86,1/1/23,10:18:14,2,8,Hell's Kitchen,7,4.25,Coffee,Barista Espresso,Cappuccino Lg
87,1/1/23,10:18:52,2,5,Lower Manhattan,5,2.2,Coffee,Organic brewed coffee,Brazilian Sm
88,1/1/23,10:19:42,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
89,1/1/23,10:24:19,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
90,1/1/23,10:25:22,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
91,1/1/23,10:25:45,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
92,1/1/23,10:25:45,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti
93,1/1/23,10:27:48,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
94,1/1/23,10:30:07,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
95,1/1/23,10:30:07,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone
96,1/1/23,10:35:47,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
97,1/1/23,10:41:53,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
98,1/1/23,10:47:53,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
99,1/1/23,10:49:13,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
100,1/1/23,10:49:51,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
101,1/1/23,10:51:17,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
102,1/1/23,10:52:44,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
103,1/1/23,10:52:44,1,8,Hell's Kitchen,1,3.75,Bakery,Pastry,Almond Croissant
104,1/1/23,10:56:14,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
105,1/1/23,10:56:14,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
106,1/1/23,11:01:48,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
107,1/1/23,11:01:58,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
108,1/1/23,11:01:58,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
109,1/1/23,11:03:25,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
110,1/1/23,11:03:25,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
111,1/1/23,11:04:32,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
112,1/1/23,11:08:11,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
113,1/1/23,11:08:59,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg
114,1/1/23,11:09:01,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
115,1/1/23,11:10:21,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
116,1/1/23,11:10:21,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
117,1/1/23,11:10:58,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
118,1/1/23,11:12:29,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
119,1/1/23,11:16:02,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg
120,1/1/23,11:21:00,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
121,1/1/23,11:21:04,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
122,1/1/23,11:21:14,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
123,1/1/23,11:23:01,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
124,1/1/23,11:23:43,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
125,1/1/23,11:23:43,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone
126,1/1/23,11:25:35,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
127,1/1/23,11:25:37,2,5,Lower Manhattan,6,3.75,Coffee,Barista Espresso,Cappuccino Rg
128,1/1/23,11:28:15,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
129,1/1/23,11:28:29,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
130,1/1/23,11:29:25,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
131,1/1/23,11:29:57,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
132,1/1/23,11:29:57,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
133,1/1/23,11:30:22,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
134,1/1/23,11:31:35,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
135,1/1/23,11:31:43,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg
136,1/1/23,11:31:43,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
137,1/1/23,11:31:53,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
138,1/1/23,11:31:53,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
139,1/1/23,11:39:14,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
140,1/1/23,11:39:14,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
141,1/1/23,11:40:26,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
142,1/1/23,11:43:57,2,3,Astoria,5,2.2,Coffee,Organic brewed coffee,Brazilian Sm
143,1/1/23,11:44:09,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
144,1/1/23,11:47:13,1,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Lg
145,1/1/23,11:48:56,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
146,1/1/23,11:49:42,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
147,1/1/23,11:49:42,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
148,1/1/23,11:50:16,2,3,Astoria,4,3,Coffee,Organic brewed coffee,Brazilian Rg
149,1/1/23,11:50:23,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
150,1/1/23,11:50:58,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg
151,1/1/23,11:51:30,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
152,1/1/23,11:52:31,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
153,1/1/23,11:57:17,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot
154,1/1/23,11:57:59,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
155,1/1/23,11:57:59,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone
156,1/1/23,11:58:15,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
157,1/1/23,12:00:20,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Rg
158,1/1/23,12:01:00,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
159,1/1/23,12:01:20,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
160,1/1/23,12:01:20,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
161,1/1/23,12:03:09,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
162,1/1/23,12:03:38,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
163,1/1/23,12:03:43,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
164,1/1/23,12:04:22,2,8,Hell's Kitchen,3,3.5,Coffee,Organic brewed coffee,Brazilian Lg
165,1/1/23,12:05:31,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
166,1/1/23,12:06:29,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
167,1/1/23,12:07:42,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
168,1/1/23,12:08:21,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
169,1/1/23,12:08:36,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
170,1/1/23,12:09:11,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Sm
171,1/1/23,12:09:12,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
172,1/1/23,12:13:07,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
173,1/1/23,12:14:26,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
174,1/1/23,12:17:38,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
175,1/1/23,12:18:07,2,5,Lower Manhattan,5,2.2,Coffee,Organic brewed coffee,Brazilian Sm
176,1/1/23,12:18:44,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
177,1/1/23,12:20:16,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
178,1/1/23,12:23:39,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
179,1/1/23,12:27:06,2,5,Lower Manhattan,7,4.25,Coffee,Barista Espresso,Cappuccino Lg
180,1/1/23,12:30:46,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
181,1/1/23,12:30:49,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
182,1/1/23,12:33:20,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
183,1/1/23,12:33:35,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Rg
184,1/1/23,12:35:53,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
185,1/1/23,12:36:57,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
186,1/1/23,12:38:28,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
187,1/1/23,12:42:26,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
188,1/1/23,12:44:01,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
189,1/1/23,12:44:31,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
190,1/1/23,12:44:32,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
191,1/1/23,12:45:52,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Sm
192,1/1/23,12:46:22,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
193,1/1/23,12:46:26,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
194,1/1/23,12:46:55,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
195,1/1/23,12:46:55,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
196,1/1/23,12:48:08,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
197,1/1/23,12:49:48,1,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Lg
198,1/1/23,12:50:15,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
199,1/1/23,12:50:28,2,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg
200,1/1/23,12:51:21,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg
201,1/1/23,12:51:57,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
202,1/1/23,12:51:57,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone
203,1/1/23,12:52:18,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
204,1/1/23,12:52:18,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
205,1/1/23,12:53:11,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Rg
206,1/1/23,12:53:59,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot
207,1/1/23,12:55:25,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg
208,1/1/23,12:55:27,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
209,1/1/23,12:55:27,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
210,1/1/23,12:55:36,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg
211,1/1/23,12:55:53,2,8,Hell's Kitchen,4,3,Coffee,Organic brewed coffee,Brazilian Rg
212,1/1/23,12:56:33,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
213,1/1/23,12:56:59,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg
214,1/1/23,12:58:54,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
215,1/1/23,12:59:06,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
216,1/1/23,13:00:38,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Lg
217,1/1/23,13:01:33,2,5,Lower Manhattan,5,2.2,Coffee,Organic brewed coffee,Brazilian Sm
218,1/1/23,13:02:40,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
219,1/1/23,13:02:40,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone 
220,1/1/23,13:02:52,1,8,Hell's Kitchen,4,3,Coffee,Organic brewed coffee,Brazilian Rg
221,1/1/23,13:03:13,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg
222,1/1/23,13:04:01,2,8,Hell's Kitchen,5,2.2,Coffee,Organic brewed coffee,Brazilian Sm
223,1/1/23,13:04:01,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone
224,1/1/23,13:04:22,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
225,1/1/23,13:04:37,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
226,1/1/23,13:04:51,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm
227,1/1/23,13:05:56,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
228,1/1/23,13:07:37,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg
229,1/1/23,13:09:03,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
230,1/1/23,13:12:03,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Colombia Narino Excelsio Lg
231,1/1/23,13:13:09,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
232,1/1/23,13:17:30,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
233,1/1/23,13:17:32,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
234,1/1/23,13:18:34,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg
235,1/1/23,13:19:09,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
236,1/1/23,13:19:09,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant
237,1/1/23,13:19:36,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
238,1/1/23,13:19:56,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
239,1/1/23,13:20:51,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
240,1/1/23,13:21:23,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
241,1/1/23,13:22:11,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
242,1/1/23,13:22:45,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
